CAS,1.12E+09,5.34E-04
TIL,1.12E+09,5.34E-04
LSO,1.11E+09,5.29E-04
CHO,1.11E+09,5.29E-04
EAN,1.11E+09,5.29E-04
OCI,1.11E+09,5.29E-04
TAB,1.10E+09,5.24E-04
QUA,1.10E+09,5.24E-04
FFI,1.10E+09,5.24E-04
USI,1.10E+09,5.24E-04
MPO,1.10E+09,5.24E-04
DIA,1.10E+09,5.24E-04
IKE,1.10E+09,5.24E-04
PAT,1.09E+09,5.20E-04
TON,1.09E+09,5.20E-04
DIF,1.09E+09,5.20E-04
UES,1.09E+09,5.20E-04
MIT,1.09E+09,5.20E-04
SOC,1.09E+09,5.20E-04
SHA,1.09E+09,5.20E-04
KNO,1.09E+09,5.20E-04
ROV,1.09E+09,5.20E-04
NCI,1.09E+09,5.20E-04
MUS,1.09E+09,5.20E-04
URA,1.08E+09,5.15E-04
AFT,1.08E+09,5.15E-04
LOG,1.08E+09,5.15E-04
HRO,1.08E+09,5.15E-04
INF,1.08E+09,5.15E-04
CAU,1.08E+09,5.15E-04
LET,1.08E+09,5.15E-04
ALT,1.08E+09,5.15E-04
RRE,1.08E+09,5.15E-04
ANA,1.08E+09,5.15E-04
ELF,1.07E+09,5.10E-04
ENG,1.07E+09,5.10E-04
ETT,1.07E+09,5.10E-04
ORA,1.07E+09,5.10E-04
MIS,1.07E+09,5.10E-04
REG,1.07E+09,5.10E-04
LIG,1.07E+09,5.10E-04
EPT,1.07E+09,5.10E-04
AIL,1.07E+09,5.10E-04
URN,1.07E+09,5.10E-04
UTE,1.07E+09,5.10E-04
ROD,1.07E+09,5.10E-04
IMA,1.06E+09,5.05E-04
MEA,1.06E+09,5.05E-04
TAR,1.06E+09,5.05E-04
ALE,1.06E+09,5.05E-04
OLE,1.06E+09,5.05E-04
OSI,1.05E+09,5.00E-04
EIN,1.05E+09,5.00E-04
UTH,1.04E+09,4.96E-04
WEL,1.04E+09,4.96E-04
CLA,1.04E+09,4.96E-04
WEE,1.04E+09,4.96E-04
TIA,1.03E+09,4.91E-04
EMB,1.03E+09,4.91E-04
DAY,1.03E+09,4.91E-04
ASI,1.03E+09,4.91E-04
RDE,1.03E+09,4.91E-04
STU,1.03E+09,4.91E-04
URS,1.03E+09,4.91E-04
FOU,1.02E+09,4.86E-04
IZE,1.02E+09,4.86E-04
OMI,1.02E+09,4.86E-04
EFO,1.02E+09,4.86E-04
LIK,1.01E+09,4.81E-04
REV,1.01E+09,4.81E-04
AYS,1.01E+09,4.81E-04
ELO,1.00E+09,4.77E-04
RAD,9.99E+08,4.76E-04
DEA,9.98E+08,4.76E-04
TAK,9.98E+08,4.76E-04
SUP,9.98E+08,4.76E-04
SUB,9.98E+08,4.76E-04
SOU,9.97E+08,4.75E-04
ECA,9.96E+08,4.75E-04
EMA,9.91E+08,4.72E-04
ODU,9.91E+08,4.72E-04
YEA,9.90E+08,4.72E-04
ILD,9.89E+08,4.71E-04
SPO,9.88E+08,4.71E-04
LEN,9.86E+08,4.70E-04
MPA,9.86E+08,4.70E-04
DIC,9.84E+08,4.69E-04
PLI,9.84E+08,4.69E-04
FEC,9.82E+08,4.68E-04
RRI,9.81E+08,4.68E-04
EVI,9.80E+08,4.67E-04
ICT,9.75E+08,4.65E-04
TUD,9.75E+08,4.65E-04
LOS,9.73E+08,4.64E-04
CTU,9.73E+08,4.64E-04
LEM,9.70E+08,4.62E-04
HAL,9.68E+08,4.61E-04
TWE,9.66E+08,4.60E-04
ISC,9.63E+08,4.59E-04
ROC,9.61E+08,4.58E-04
CTO,9.59E+08,4.57E-04
ARC,9.58E+08,4.57E-04
SIG,9.55E+08,4.55E-04
AMI,9.54E+08,4.55E-04
KED,9.48E+08,4.52E-04
JEC,9.47E+08,4.51E-04
HAP,9.45E+08,4.50E-04
PTI,9.44E+08,4.50E-04
BRI,9.44E+08,4.50E-04
UBL,9.43E+08,4.49E-04
SOL,9.43E+08,4.49E-04
RLY,9.42E+08,4.49E-04
CIT,9.41E+08,4.48E-04
ADI,9.39E+08,4.48E-04
FRE,9.38E+08,4.47E-04
CTS,9.38E+08,4.47E-04
AIR,9.36E+08,4.46E-04
ROW,9.36E+08,4.46E-04
NGL,9.34E+08,4.45E-04
UDE,9.34E+08,4.45E-04
STS,9.31E+08,4.44E-04
DRE,9.30E+08,4.43E-04
NIC,9.28E+08,4.42E-04
DEC,9.24E+08,4.40E-04
PAN,9.23E+08,4.40E-04
BIL,9.23E+08,4.40E-04
LIF,9.18E+08,4.38E-04
NNE,9.16E+08,4.37E-04
LOO,9.16E+08,4.37E-04
AMP,9.14E+08,4.36E-04
SAI,9.11E+08,4.34E-04
UNC,9.10E+08,4.34E-04
XPE,9.06E+08,4.32E-04
IMI,9.04E+08,4.31E-04
GAI,9.03E+08,4.30E-04
ARK,9.02E+08,4.30E-04
TIS,9.00E+08,4.29E-04
HEL,8.96E+08,4.27E-04
VIS,8.93E+08,4.26E-04
MAK,8.92E+08,4.25E-04
AGA,8.89E+08,4.24E-04
IBL,8.87E+08,4.23E-04
IFE,8.86E+08,4.22E-04
SEA,8.86E+08,4.22E-04
ROB,8.84E+08,4.21E-04
TOO,8.84E+08,4.21E-04
GET,8.78E+08,4.18E-04
EFF,8.77E+08,4.18E-04
RTE,8.77E+08,4.18E-04
PPO,8.76E+08,4.18E-04
DEP,8.73E+08,4.16E-04
AVI,8.73E+08,4.16E-04
RNE,8.72E+08,4.16E-04
RIB,8.71E+08,4.15E-04
VOL,8.68E+08,4.14E-04
MAD,8.68E+08,4.14E-04
GIV,8.66E+08,4.13E-04
DIE,8.64E+08,4.12E-04
RDS,8.63E+08,4.11E-04
SCH,8.62E+08,4.11E-04
ROL,8.62E+08,4.11E-04
OVI,8.60E+08,4.10E-04
